video_id,utterance_id,phenomenon,good_sentence,bad_sentence,hypothesis,good_nll,bad_nll,nll_diff,bleurt
8-Ben-Control-of-sound-places_12,801,conditional,"Deaf people scream and if it goes over the spectrum, people would notice it.","Deaf people scream and when it goes over the spectrum, people would notice it.",What do you think about this?,1.447082670623219,1.4268888093153886,-0.020193861307830296,23.515164852142334
Rachel_2012-02-09_sc57_9,802,conditional,"Even if you make only one tiny mistake, it will be tossed out.","Even when you make only one tiny mistake, it will be tossed out.",There is no way to communicate with the deaf community.,1.2939112939768367,1.3300078704380072,0.03609657646117048,30.304887890815735
2-Ben-Voice-Identity_15,803,conditional,How do I trust them if I don't know who they are?,How do I trust them when I don't know who they are?,What is your favorite story?,1.3399402220547199,1.3416859951013556,0.0017457730466357013,33.88634920120239
Cory_2013-6-27_sc109_21,804,conditional,"I don't think he was planning to go, but if I see him, I'll have him call you.","I don't think he was planning to go, but when I see him, I'll have him call you.",The first thing that I want to share with you is that I want to share with you is that I want to share with you some of you about the first time in the first time.,1.2460831624420383,1.15330988449263,-0.09277327794940837,36.150938272476196
Cory_2013-6-27_sc109_21,805,conditional,"I like it, if it has butter, I'm fine with that.","I like it, when it has butter, I'm fine with that.",There are two different meanings for the world.,1.4360307440617863,1.5112868648241549,0.07525612076236854,28.425541520118713
Rachel_2012-02-09_sc61_9,806,conditional,I will be thrilled if I see my friend tomorrow.,I will be thrilled when I see my friend tomorrow.,Thank you for watching.,1.2373636028108497,1.136848746687174,-0.10051485612367572,32.33410716056824
Cory_2013-6-27_sc112_17,807,conditional,"If a group of friends go camping together, I will join them.","When a group of friends go camping together, I will join them.",Thank you for watching my video.,1.6363648230545833,1.63293591336835,-0.003428909686233217,33.06008577346802
Rachel_2012-01-27_sc55_13,808,conditional,"If an interpreter comes, it will be a strange situation.","When an interpreter comes, it will be a strange situation.",They don't have access to anything like that.,1.0414300200186277,1.0861421498959347,0.044712129877306994,31.80258274078369
Jonathan_2012-11-27_sc97_19,809,conditional,"If Bob adopts a big dog, he has to accept that he will spend lots of money on the dog.","When Bob adopts a big dog, he has to accept that he will spend lots of money on the dog.",The first thing I want to share with you is that I want to share with you all about the first time in the first time I want you to know is that the first time in the first time I want you to talk about the first time in the first time I want to talk about the first time I want to talk about the first time I want you to talk about the first time I want to talk about this.,1.3759176406110156,1.4148154128552153,0.03889777224419966,41.3977324962616
Cory_2013-6-27_sc115_17,810,conditional,"If Bob decides to adopt a big dog, he will have to accept the fact that he will spend lots of money on dog food.","When Bob decides to adopt a big dog, he will have to accept the fact that he will spend lots of money on dog food.",The first thing I want to share with you is that we are going to share with you is that we are not going to be able to share the story with your family and friends.,1.2472569347416933,1.3042899867114814,0.05703305196978814,26.044178009033203
Jonathan_2012-11-27_sc97_19,811,conditional,"If Bob goes to the post office, I will give him all of my mail so he can drop it off.","When Bob goes to the post office, I will give him all of my mail so he can drop it off.",The first thing I want to share with you is that the first thing I want to share with you is that the first thing I want to share with you is that the first thing I want to share with you about the first is that I want to share with you all about the first time.,1.4091697091799835,1.4258521663194352,0.016682457139451712,37.942302227020264
Cory_2013-6-27_sc115_17,812,conditional,"If Bob goes to the post office, I will give him my letters to drop off.","When Bob goes to the post office, I will give him my letters to drop off.",The first thing I want to share with you is that I want to share with you about the story is that the first thing I want to share with you is that I want to share with you all about the first time with you all.,1.401988423274209,1.4208285831217025,0.018840159847493432,39.41163420677185
Jonathan_2012-11-27_sc92_13,813,conditional,"If Bob is successful at making a fire, I must stay and watch it to make sure it is maintained.","When Bob is successful at making a fire, I must stay and watch it to make sure it is maintained.",The first thing that you can do is you want to know is that you want to know what you are talking about the first time in the first place.,1.3132441623038367,1.3274052017896445,0.014161039485807825,27.472633123397827
